Lp,Periods,Correlation,Methods
9537,7,0.342294610151753,DARIA-TOPSIS/AVG TOPSIS
9538,7,0.24921507064364212,DARIA-VIKOR/AVG VIKOR
9539,7,0.905982905982906,AVG TOPSIS/AVG VIKOR
9540,8,0.8341182626896912,DARIA-TOPSIS/DARIA-VIKOR
9541,8,0.45401622187336477,DARIA-TOPSIS/AVG TOPSIS
9542,8,0.3785321821036107,DARIA-VIKOR/AVG VIKOR
9543,8,0.90864294435723,AVG TOPSIS/AVG VIKOR
9544,9,0.9080542473399617,DARIA-TOPSIS/DARIA-VIKOR
9545,9,-0.03187685330542478,DARIA-TOPSIS/AVG TOPSIS
9546,9,-0.11087127158555732,DARIA-VIKOR/AVG VIKOR
9547,9,0.8093711843711844,AVG TOPSIS/AVG VIKOR
9548,10,0.9216814931100645,DARIA-TOPSIS/DARIA-VIKOR
9549,10,0.2736568986568987,DARIA-TOPSIS/AVG TOPSIS
9550,10,0.32506977149834293,DARIA-VIKOR/AVG VIKOR
9551,10,0.8872536193964765,AVG TOPSIS/AVG VIKOR
9552,5,0.8162829234257806,DARIA-TOPSIS/DARIA-VIKOR
9553,5,-0.001984126984126977,DARIA-TOPSIS/AVG TOPSIS
9554,5,0.085666317809175,DARIA-VIKOR/AVG VIKOR
9555,5,0.8065803244374673,AVG TOPSIS/AVG VIKOR
9556,6,0.8376722483865341,DARIA-TOPSIS/DARIA-VIKOR
9557,6,0.2092708878423164,DARIA-TOPSIS/AVG TOPSIS
9558,6,0.47176434676434675,DARIA-VIKOR/AVG VIKOR
9559,6,0.9060265131693703,AVG TOPSIS/AVG VIKOR
9560,7,0.8605878248735391,DARIA-TOPSIS/DARIA-VIKOR
9561,7,0.3546572475143903,DARIA-TOPSIS/AVG TOPSIS
9562,7,0.08987441130298268,DARIA-VIKOR/AVG VIKOR
9563,7,0.9577446363160649,AVG TOPSIS/AVG VIKOR
9564,8,0.8893467643467643,DARIA-TOPSIS/DARIA-VIKOR
9565,8,0.22224402581545444,DARIA-TOPSIS/AVG TOPSIS
9566,8,0.09844322344322343,DARIA-VIKOR/AVG VIKOR
9567,8,0.9368131868131868,AVG TOPSIS/AVG VIKOR
9568,9,0.9469954648526077,DARIA-TOPSIS/DARIA-VIKOR
9569,9,0.18524332810047095,DARIA-TOPSIS/AVG TOPSIS
9570,9,0.1454735740450026,DARIA-VIKOR/AVG VIKOR
9571,9,0.8563797313797314,AVG TOPSIS/AVG VIKOR
9572,10,0.8835470085470085,DARIA-TOPSIS/DARIA-VIKOR
9573,10,0.33052066980638406,DARIA-TOPSIS/AVG TOPSIS
9574,10,0.2728719693005407,DARIA-VIKOR/AVG VIKOR
9575,10,0.9628684807256236,AVG TOPSIS/AVG VIKOR
9576,5,0.8578841793127507,DARIA-TOPSIS/DARIA-VIKOR
9577,5,0.6925911390197104,DARIA-TOPSIS/AVG TOPSIS
9578,5,0.6833028083028083,DARIA-VIKOR/AVG VIKOR
9579,5,0.9493066457352172,AVG TOPSIS/AVG VIKOR
9580,6,0.81144252572824,DARIA-TOPSIS/DARIA-VIKOR
9581,6,0.4003793825222397,DARIA-TOPSIS/AVG TOPSIS
9582,6,-0.14061137275422997,DARIA-VIKOR/AVG VIKOR
9583,6,0.9392551892551892,AVG TOPSIS/AVG VIKOR
9584,7,0.8625937554508983,DARIA-TOPSIS/DARIA-VIKOR
9585,7,0.005254665968951633,DARIA-TOPSIS/AVG TOPSIS
9586,7,-0.13836560265131692,DARIA-VIKOR/AVG VIKOR
9587,7,0.9052851909994767,AVG TOPSIS/AVG VIKOR
9588,8,0.7946101517530089,DARIA-TOPSIS/DARIA-VIKOR
9589,8,0.26441217512646087,DARIA-TOPSIS/AVG TOPSIS
9590,8,0.24825571254142687,DARIA-VIKOR/AVG VIKOR
9591,8,0.9284624106052678,AVG TOPSIS/AVG VIKOR
9592,9,0.8919849991278562,DARIA-TOPSIS/DARIA-VIKOR
9593,9,0.26530612244897955,DARIA-TOPSIS/AVG TOPSIS
9594,9,0.1857884179312751,DARIA-VIKOR/AVG VIKOR
9595,9,0.8937074829931972,AVG TOPSIS/AVG VIKOR
9596,10,0.8396563753706611,DARIA-TOPSIS/DARIA-VIKOR
9597,10,0.08331152974010114,DARIA-TOPSIS/AVG TOPSIS
9598,10,0.1336342229199372,DARIA-VIKOR/AVG VIKOR
9599,10,0.9237528344671202,AVG TOPSIS/AVG VIKOR
9600,5,0.905590441304727,DARIA-TOPSIS/DARIA-VIKOR
9601,5,0.2169893598465027,DARIA-TOPSIS/AVG TOPSIS
9602,5,0.10797139368567943,DARIA-VIKOR/AVG VIKOR
9603,5,0.911412000697715,AVG TOPSIS/AVG VIKOR
9604,6,0.7780394208965637,DARIA-TOPSIS/DARIA-VIKOR
9605,6,0.15364992150706436,DARIA-TOPSIS/AVG TOPSIS
9606,6,0.37186028257456827,DARIA-VIKOR/AVG VIKOR
9607,6,0.9272632129774987,AVG TOPSIS/AVG VIKOR
9608,7,0.7468820861678005,DARIA-TOPSIS/DARIA-VIKOR
9609,7,0.16677568463282744,DARIA-TOPSIS/AVG TOPSIS
9610,7,0.08174167102738528,DARIA-VIKOR/AVG VIKOR
9611,7,0.7466204430490144,AVG TOPSIS/AVG VIKOR
9612,8,0.8101561137275423,DARIA-TOPSIS/DARIA-VIKOR
9613,8,0.16228414442700156,DARIA-TOPSIS/AVG TOPSIS
9614,8,0.021694575266003824,DARIA-VIKOR/AVG VIKOR
9615,8,0.9142464678178964,AVG TOPSIS/AVG VIKOR
9616,9,0.7939778475492761,DARIA-TOPSIS/DARIA-VIKOR
9617,9,0.06257631257631258,DARIA-TOPSIS/AVG TOPSIS
9618,9,0.283097854526426,DARIA-VIKOR/AVG VIKOR
9619,9,0.9015567765567766,AVG TOPSIS/AVG VIKOR
9620,10,0.831698063840921,DARIA-TOPSIS/DARIA-VIKOR
9621,10,0.3156942264085121,DARIA-TOPSIS/AVG TOPSIS
9622,10,0.18493807779522065,DARIA-VIKOR/AVG VIKOR
9623,10,0.7336473050758765,AVG TOPSIS/AVG VIKOR
9624,5,0.868240886098029,DARIA-TOPSIS/DARIA-VIKOR
9625,5,0.22464242107099253,DARIA-TOPSIS/AVG TOPSIS
9626,5,0.3972614686900401,DARIA-VIKOR/AVG VIKOR
9627,5,0.8390676783533926,AVG TOPSIS/AVG VIKOR
9628,6,0.9404761904761905,DARIA-TOPSIS/DARIA-VIKOR
9629,6,-0.004971219256933557,DARIA-TOPSIS/AVG TOPSIS
9630,6,-0.1610195360195361,DARIA-VIKOR/AVG VIKOR
9631,6,0.8607622536193965,AVG TOPSIS/AVG VIKOR
9632,7,0.8888016745159603,DARIA-TOPSIS/DARIA-VIKOR
9633,7,0.03325047967905115,DARIA-TOPSIS/AVG TOPSIS
9634,7,0.02215245072387928,DARIA-VIKOR/AVG VIKOR
9635,7,0.807866736438165,AVG TOPSIS/AVG VIKOR
9636,8,0.8311529740101169,DARIA-TOPSIS/DARIA-VIKOR
9637,8,-0.11021716378859225,DARIA-TOPSIS/AVG TOPSIS
9638,8,-0.04925431711145989,DARIA-VIKOR/AVG VIKOR
9639,8,0.9490668062096633,AVG TOPSIS/AVG VIKOR
9640,9,0.7831632653061225,DARIA-TOPSIS/DARIA-VIKOR
9641,9,-0.07214809000523292,DARIA-TOPSIS/AVG TOPSIS
9642,9,0.00621402407116689,DARIA-VIKOR/AVG VIKOR
9643,9,0.9169719169719169,AVG TOPSIS/AVG VIKOR
9644,10,0.9258677830106401,DARIA-TOPSIS/DARIA-VIKOR
9645,10,0.2423687423687424,DARIA-TOPSIS/AVG TOPSIS
9646,10,0.23092185592185588,DARIA-VIKOR/AVG VIKOR
9647,10,0.853806907378336,AVG TOPSIS/AVG VIKOR
9648,5,0.8136664922379209,DARIA-TOPSIS/DARIA-VIKOR
9649,5,0.10572562358276649,DARIA-TOPSIS/AVG TOPSIS
9650,5,0.15753096110238962,DARIA-VIKOR/AVG VIKOR
9651,5,0.9423512994941566,AVG TOPSIS/AVG VIKOR
9652,6,0.9510945403802546,DARIA-TOPSIS/DARIA-VIKOR
9653,6,0.11497034711320431,DARIA-TOPSIS/AVG TOPSIS
9654,6,0.2763823478109192,DARIA-VIKOR/AVG VIKOR
9655,6,0.8642944357230071,AVG TOPSIS/AVG VIKOR
9656,7,0.9582025117739403,DARIA-TOPSIS/DARIA-VIKOR
9657,7,-0.15825047967905115,DARIA-TOPSIS/AVG TOPSIS
9658,7,-0.11211407639979076,DARIA-VIKOR/AVG VIKOR
9659,7,0.9471916971916972,AVG TOPSIS/AVG VIKOR
9660,8,0.8402450723879296,DARIA-TOPSIS/DARIA-VIKOR
9661,8,0.12425867783010636,DARIA-TOPSIS/AVG TOPSIS
9662,8,-0.23181580324437467,DARIA-VIKOR/AVG VIKOR
9663,8,0.9039769754055469,AVG TOPSIS/AVG VIKOR
9664,9,0.8243284493284493,DARIA-TOPSIS/DARIA-VIKOR
9665,9,0.2414747950462236,DARIA-TOPSIS/AVG TOPSIS
9666,9,0.300845979417408,DARIA-VIKOR/AVG VIKOR
9667,9,0.9328231292517006,AVG TOPSIS/AVG VIKOR
9668,10,0.9056776556776557,DARIA-TOPSIS/DARIA-VIKOR
9669,10,-0.2232033839176697,DARIA-TOPSIS/AVG TOPSIS
9670,10,-0.1757587650444794,DARIA-VIKOR/AVG VIKOR
9671,10,0.8626155590441305,AVG TOPSIS/AVG VIKOR
9672,5,0.9188906331763474,DARIA-TOPSIS/DARIA-VIKOR
9673,5,0.14010989010989006,DARIA-TOPSIS/AVG TOPSIS
9674,5,0.3005625327053898,DARIA-VIKOR/AVG VIKOR
9675,5,0.8844845630559917,AVG TOPSIS/AVG VIKOR
9676,6,0.8620050584336298,DARIA-TOPSIS/DARIA-VIKOR
9677,6,0.2796746903889761,DARIA-TOPSIS/AVG TOPSIS
9678,6,0.32639979068550495,DARIA-VIKOR/AVG VIKOR
9679,6,0.8727542298970871,AVG TOPSIS/AVG VIKOR
9680,7,0.8722963544392116,DARIA-TOPSIS/DARIA-VIKOR
9681,7,0.048098726670155245,DARIA-TOPSIS/AVG TOPSIS
9682,7,0.24714372928658646,DARIA-VIKOR/AVG VIKOR
9683,7,0.8888452817024246,AVG TOPSIS/AVG VIKOR
9684,8,0.8325266003837433,DARIA-TOPSIS/DARIA-VIKOR
9685,8,0.05402930402930406,DARIA-TOPSIS/AVG TOPSIS
9686,8,0.1224925867783011,DARIA-VIKOR/AVG VIKOR
9687,8,0.9500043607186465,AVG TOPSIS/AVG VIKOR
9688,9,0.6849380777952206,DARIA-TOPSIS/DARIA-VIKOR
9689,9,0.34403889761032613,DARIA-TOPSIS/AVG TOPSIS
9690,9,0.2912087912087912,DARIA-VIKOR/AVG VIKOR
9691,9,0.959881388452817,AVG TOPSIS/AVG VIKOR
9692,10,0.8290162218733648,DARIA-TOPSIS/DARIA-VIKOR
9693,10,0.028083028083028094,DARIA-TOPSIS/AVG TOPSIS
9694,10,0.10177917320774466,DARIA-VIKOR/AVG VIKOR
9695,10,0.936311704168847,AVG TOPSIS/AVG VIKOR
9696,5,0.8798403976975405,DARIA-TOPSIS/DARIA-VIKOR
9697,5,-0.13313274027559752,DARIA-TOPSIS/AVG TOPSIS
9698,5,-0.04432670504099079,DARIA-VIKOR/AVG VIKOR
9699,5,0.8850950636664923,AVG TOPSIS/AVG VIKOR
9700,6,0.6540641897784755,DARIA-TOPSIS/DARIA-VIKOR
9701,6,0.2613596720739578,DARIA-TOPSIS/AVG TOPSIS
9702,6,-0.08911128553985703,DARIA-VIKOR/AVG VIKOR
9703,6,0.9387537066108494,AVG TOPSIS/AVG VIKOR
9704,7,0.8233472876330019,DARIA-TOPSIS/DARIA-VIKOR
9705,7,0.05195796267224839,DARIA-TOPSIS/AVG TOPSIS
9706,7,-0.03758939473225187,DARIA-VIKOR/AVG VIKOR
9707,7,0.8987223094365951,AVG TOPSIS/AVG VIKOR
9708,8,0.8952337345194488,DARIA-TOPSIS/DARIA-VIKOR
9709,8,0.3809305773591488,DARIA-TOPSIS/AVG TOPSIS
9710,8,0.18131868131868134,DARIA-VIKOR/AVG VIKOR
9711,8,0.8027864992150706,AVG TOPSIS/AVG VIKOR
9712,9,0.7796310832025117,DARIA-TOPSIS/DARIA-VIKOR
9713,9,0.33946014303157157,DARIA-TOPSIS/AVG TOPSIS
9714,9,0.31807081807081805,DARIA-VIKOR/AVG VIKOR
9715,9,0.9558695272980987,AVG TOPSIS/AVG VIKOR
9716,10,0.8618306296877726,DARIA-TOPSIS/DARIA-VIKOR
9717,10,0.12979679051107618,DARIA-TOPSIS/AVG TOPSIS
9718,10,0.23988313274027562,DARIA-VIKOR/AVG VIKOR
9719,10,0.9027559741845457,AVG TOPSIS/AVG VIKOR
9720,5,0.8978065585208442,DARIA-TOPSIS/DARIA-VIKOR
9721,5,0.2462715855572999,DARIA-TOPSIS/AVG TOPSIS
9722,5,0.3088042909471481,DARIA-VIKOR/AVG VIKOR
9723,5,0.9379905808477237,AVG TOPSIS/AVG VIKOR
9724,6,0.8872536193964765,DARIA-TOPSIS/DARIA-VIKOR
9725,6,-0.0665009593581023,DARIA-TOPSIS/AVG TOPSIS
9726,6,0.009920634920634885,DARIA-VIKOR/AVG VIKOR
9727,6,0.9560221524507239,AVG TOPSIS/AVG VIKOR
9728,7,0.8756105006105006,DARIA-TOPSIS/DARIA-VIKOR
9729,7,0.3282312925170068,DARIA-TOPSIS/AVG TOPSIS
9730,7,0.07912523983952557,DARIA-VIKOR/AVG VIKOR
9731,7,0.9427655677655677,AVG TOPSIS/AVG VIKOR
9732,8,0.8169806384092099,DARIA-TOPSIS/DARIA-VIKOR
9733,8,0.21134222919937207,DARIA-TOPSIS/AVG TOPSIS
9734,8,0.507674864817722,DARIA-VIKOR/AVG VIKOR
9735,8,0.9248866213151927,AVG TOPSIS/AVG VIKOR
9736,9,0.8034406070120356,DARIA-TOPSIS/DARIA-VIKOR
9737,9,0.08983080411651845,DARIA-TOPSIS/AVG TOPSIS
9738,9,-0.0015262515262515208,DARIA-VIKOR/AVG VIKOR
9739,9,0.9187380080237223,AVG TOPSIS/AVG VIKOR
9740,10,0.8189647653933368,DARIA-TOPSIS/DARIA-VIKOR
9741,10,0.33152363509506366,DARIA-TOPSIS/AVG TOPSIS
9742,10,0.4446188731903018,DARIA-VIKOR/AVG VIKOR
9743,10,0.9411302982731554,AVG TOPSIS/AVG VIKOR
9744,5,0.6763256584685156,DARIA-TOPSIS/DARIA-VIKOR
9745,5,-0.028606314320600124,DARIA-TOPSIS/AVG TOPSIS
9746,5,-0.021912611198325438,DARIA-VIKOR/AVG VIKOR
9747,5,0.8738444095586952,AVG TOPSIS/AVG VIKOR
9748,6,0.7956349206349207,DARIA-TOPSIS/DARIA-VIKOR
9749,6,0.04487179487179482,DARIA-TOPSIS/AVG TOPSIS
9750,6,0.360173556602128,DARIA-VIKOR/AVG VIKOR
9751,6,0.9376635269492413,AVG TOPSIS/AVG VIKOR
9752,7,0.8352084423512995,DARIA-TOPSIS/DARIA-VIKOR
9753,7,0.3452817024245596,DARIA-TOPSIS/AVG TOPSIS
9754,7,0.3296485260770975,DARIA-VIKOR/AVG VIKOR
9755,7,0.8852694924123495,AVG TOPSIS/AVG VIKOR
9756,8,0.9029740101168673,DARIA-TOPSIS/DARIA-VIKOR
9757,8,-0.039726146869004,DARIA-TOPSIS/AVG TOPSIS
9758,8,-0.3002572824001395,DARIA-VIKOR/AVG VIKOR
9759,8,0.944662480376766,AVG TOPSIS/AVG VIKOR
9760,9,0.7291121576835863,DARIA-TOPSIS/DARIA-VIKOR
9761,9,0.18059916274201993,DARIA-TOPSIS/AVG TOPSIS
9762,9,-0.03015436944008365,DARIA-VIKOR/AVG VIKOR
9763,9,0.8781179138321995,AVG TOPSIS/AVG VIKOR
9764,10,0.8327446363160649,DARIA-TOPSIS/DARIA-VIKOR
9765,10,0.16950113378684806,DARIA-TOPSIS/AVG TOPSIS
9766,10,-0.00791470434327568,DARIA-VIKOR/AVG VIKOR
9767,10,0.85354526425955,AVG TOPSIS/AVG VIKOR
9768,5,0.9453819989534276,DARIA-TOPSIS/DARIA-VIKOR
9769,5,0.18083900226757366,DARIA-TOPSIS/AVG TOPSIS
9770,5,0.16760422117564977,DARIA-VIKOR/AVG VIKOR
9771,5,0.9503096110238968,AVG TOPSIS/AVG VIKOR
9772,6,0.909972963544392,DARIA-TOPSIS/DARIA-VIKOR
9773,6,0.30261207046921335,DARIA-TOPSIS/AVG TOPSIS
9774,6,0.5328362114076399,DARIA-VIKOR/AVG VIKOR
9775,6,0.9142900750043608,AVG TOPSIS/AVG VIKOR
9776,7,0.8567067852782139,DARIA-TOPSIS/DARIA-VIKOR
9777,7,0.17370922728065585,DARIA-TOPSIS/AVG TOPSIS
9778,7,0.2581327402755974,DARIA-VIKOR/AVG VIKOR
9779,7,0.8791426827141113,AVG TOPSIS/AVG VIKOR
9780,8,0.9083376940519797,DARIA-TOPSIS/DARIA-VIKOR
9781,8,0.37506541077969646,DARIA-TOPSIS/AVG TOPSIS
9782,8,0.4498299319727891,DARIA-VIKOR/AVG VIKOR
9783,8,0.9010552939124368,AVG TOPSIS/AVG VIKOR
9784,9,0.8869265654979941,DARIA-TOPSIS/DARIA-VIKOR
9785,9,0.22704081632653061,DARIA-TOPSIS/AVG TOPSIS
9786,9,0.10736089307517882,DARIA-VIKOR/AVG VIKOR
9787,9,0.8681100645386359,AVG TOPSIS/AVG VIKOR
9788,10,0.8986350950636665,DARIA-TOPSIS/DARIA-VIKOR
9789,10,-0.040511076225361986,DARIA-TOPSIS/AVG TOPSIS
9790,10,-0.2324481074481075,DARIA-VIKOR/AVG VIKOR
9791,10,0.8696145124716553,AVG TOPSIS/AVG VIKOR
9792,5,0.8202511773940345,DARIA-TOPSIS/DARIA-VIKOR
9793,5,0.4012951334379906,DARIA-TOPSIS/AVG TOPSIS
9794,5,0.3760029652886796,DARIA-VIKOR/AVG VIKOR
9795,5,0.9039551718123147,AVG TOPSIS/AVG VIKOR
9796,6,0.9108015000872144,DARIA-TOPSIS/DARIA-VIKOR
9797,6,0.16967556253270544,DARIA-TOPSIS/AVG TOPSIS
9798,6,0.2733516483516484,DARIA-VIKOR/AVG VIKOR
9799,6,0.966640502354788,AVG TOPSIS/AVG VIKOR
9800,7,0.7315541601255887,DARIA-TOPSIS/DARIA-VIKOR
9801,7,-0.01482644339787198,DARIA-TOPSIS/AVG TOPSIS
9802,7,0.10282574568288849,DARIA-VIKOR/AVG VIKOR
9803,7,0.8893467643467643,AVG TOPSIS/AVG VIKOR
9804,8,0.876330019187162,DARIA-TOPSIS/DARIA-VIKOR
9805,8,0.04046746903889764,DARIA-TOPSIS/AVG TOPSIS
9806,8,0.004818594104308405,DARIA-VIKOR/AVG VIKOR
9807,8,0.7311180882609454,AVG TOPSIS/AVG VIKOR
9808,9,0.7888758067329495,DARIA-TOPSIS/DARIA-VIKOR
9809,9,-0.11638758067329502,DARIA-TOPSIS/AVG TOPSIS
9810,9,0.11658381301238441,DARIA-VIKOR/AVG VIKOR
9811,9,0.9141156462585034,AVG TOPSIS/AVG VIKOR
9812,10,0.8441043083900227,DARIA-TOPSIS/DARIA-VIKOR
9813,10,0.1416361416361417,DARIA-TOPSIS/AVG TOPSIS
9814,10,0.2690563404849119,DARIA-VIKOR/AVG VIKOR
9815,10,0.9091008198151055,AVG TOPSIS/AVG VIKOR
9816,5,0.8217120181405896,DARIA-TOPSIS/DARIA-VIKOR
9817,5,0.23286237571951862,DARIA-TOPSIS/AVG TOPSIS
9818,5,0.07561486132914708,DARIA-VIKOR/AVG VIKOR
9819,5,0.8957134135705564,AVG TOPSIS/AVG VIKOR
9820,6,0.7564974707831851,DARIA-TOPSIS/DARIA-VIKOR
9821,6,0.08775946275946278,DARIA-TOPSIS/AVG TOPSIS
9822,6,-0.018249607535321788,DARIA-VIKOR/AVG VIKOR
9823,6,0.9793738008023722,AVG TOPSIS/AVG VIKOR
9824,7,0.843341182626897,DARIA-TOPSIS/DARIA-VIKOR
9825,7,0.35709924995639286,DARIA-TOPSIS/AVG TOPSIS
9826,7,0.4085993371707658,DARIA-VIKOR/AVG VIKOR
9827,7,0.9507238792953079,AVG TOPSIS/AVG VIKOR
9828,8,0.8518881911739055,DARIA-TOPSIS/DARIA-VIKOR
9829,8,0.3039856968428397,DARIA-TOPSIS/AVG TOPSIS
9830,8,0.19819466248037676,DARIA-VIKOR/AVG VIKOR
9831,8,0.9522719344147915,AVG TOPSIS/AVG VIKOR
9832,9,0.8405939298796441,DARIA-TOPSIS/DARIA-VIKOR
9833,9,0.34798534798534797,DARIA-TOPSIS/AVG TOPSIS
9834,9,0.391156462585034,DARIA-VIKOR/AVG VIKOR
9835,9,0.8455869527298099,AVG TOPSIS/AVG VIKOR
9836,10,0.8138845281702425,DARIA-TOPSIS/DARIA-VIKOR
9837,10,0.24683847898133615,DARIA-TOPSIS/AVG TOPSIS
9838,10,0.04609279609279604,DARIA-VIKOR/AVG VIKOR
9839,10,0.918171114599686,AVG TOPSIS/AVG VIKOR
9840,5,0.6364250828536543,DARIA-TOPSIS/DARIA-VIKOR
9841,5,0.03782923425780571,DARIA-TOPSIS/AVG TOPSIS
9842,5,0.06632653061224492,DARIA-VIKOR/AVG VIKOR
9843,5,0.883874062445491,AVG TOPSIS/AVG VIKOR
9844,6,0.8977629513343799,DARIA-TOPSIS/DARIA-VIKOR
9845,6,0.29330193615907907,DARIA-TOPSIS/AVG TOPSIS
9846,6,0.25477498691784406,DARIA-VIKOR/AVG VIKOR
9847,6,0.8422291993720565,AVG TOPSIS/AVG VIKOR
9848,7,0.8847244025815455,DARIA-TOPSIS/DARIA-VIKOR
9849,7,0.12417146345717778,DARIA-TOPSIS/AVG TOPSIS
9850,7,0.13991365777080067,DARIA-VIKOR/AVG VIKOR
9851,7,0.9017094017094017,AVG TOPSIS/AVG VIKOR
9852,8,0.8634222919937206,DARIA-TOPSIS/DARIA-VIKOR
9853,8,0.06458224315367167,DARIA-TOPSIS/AVG TOPSIS
9854,8,0.11394557823129248,DARIA-VIKOR/AVG VIKOR
9855,8,0.8528693528693528,AVG TOPSIS/AVG VIKOR
9856,9,0.7994941566370137,DARIA-TOPSIS/DARIA-VIKOR
9857,9,0.26059654631083207,DARIA-TOPSIS/AVG TOPSIS
9858,9,0.04598377812663523,DARIA-VIKOR/AVG VIKOR
9859,9,0.9170591313448456,AVG TOPSIS/AVG VIKOR
9860,10,0.9653758939473225,DARIA-TOPSIS/DARIA-VIKOR
9861,10,-0.013954299668585302,DARIA-TOPSIS/AVG TOPSIS
9862,10,0.09818158032443747,DARIA-VIKOR/AVG VIKOR
9863,10,0.939080760509332,AVG TOPSIS/AVG VIKOR
9864,5,0.8928571428571429,DARIA-TOPSIS/DARIA-VIKOR
9865,5,0.2420852956567242,DARIA-TOPSIS/AVG TOPSIS
9866,5,0.4363771149485435,DARIA-VIKOR/AVG VIKOR
9867,5,0.9270669806384092,AVG TOPSIS/AVG VIKOR
9868,6,0.9184981684981685,DARIA-TOPSIS/DARIA-VIKOR
9869,6,0.13295831152974014,DARIA-TOPSIS/AVG TOPSIS
9870,6,0.20257718472004183,DARIA-VIKOR/AVG VIKOR
9871,6,0.9602302459445317,AVG TOPSIS/AVG VIKOR
9872,7,0.8917669631955346,DARIA-TOPSIS/DARIA-VIKOR
9873,7,0.00553811268096982,DARIA-TOPSIS/AVG TOPSIS
9874,7,0.1255014826443398,DARIA-VIKOR/AVG VIKOR
9875,7,0.8736263736263736,AVG TOPSIS/AVG VIKOR
9876,8,0.7187990580847723,DARIA-TOPSIS/DARIA-VIKOR
9877,8,0.13298011512297225,DARIA-TOPSIS/AVG TOPSIS
9878,8,0.1407421943136229,DARIA-VIKOR/AVG VIKOR
9879,8,0.9051543694400838,AVG TOPSIS/AVG VIKOR
9880,9,0.8678920286063143,DARIA-TOPSIS/DARIA-VIKOR
9881,9,0.2170983778126635,DARIA-TOPSIS/AVG TOPSIS
9882,9,0.17423251351822777,DARIA-VIKOR/AVG VIKOR
9883,9,0.858189429618001,AVG TOPSIS/AVG VIKOR
9884,10,0.73146694575266,DARIA-TOPSIS/DARIA-VIKOR
9885,10,-0.12759462759462759,DARIA-TOPSIS/AVG TOPSIS
9886,10,-0.09334118262689683,DARIA-VIKOR/AVG VIKOR
9887,10,0.8861634397348683,AVG TOPSIS/AVG VIKOR
9888,5,0.827729809872667,DARIA-TOPSIS/DARIA-VIKOR
9889,5,0.0014826443397871758,DARIA-TOPSIS/AVG TOPSIS
9890,5,-0.17237920809349383,DARIA-VIKOR/AVG VIKOR
9891,5,0.962650444793302,AVG TOPSIS/AVG VIKOR
9892,6,0.8862070469213327,DARIA-TOPSIS/DARIA-VIKOR
9893,6,0.04866562009419151,DARIA-TOPSIS/AVG TOPSIS
9894,6,0.021781789638932514,DARIA-VIKOR/AVG VIKOR
9895,6,0.9692351299494156,AVG TOPSIS/AVG VIKOR
9896,7,0.8217556253270539,DARIA-TOPSIS/DARIA-VIKOR
9897,7,0.12175126460840746,DARIA-TOPSIS/AVG TOPSIS
9898,7,-0.018838304552590168,DARIA-VIKOR/AVG VIKOR
9899,7,0.9552808302808303,AVG TOPSIS/AVG VIKOR
9900,8,0.7872841444270016,DARIA-TOPSIS/DARIA-VIKOR
9901,8,0.4162523983952555,DARIA-TOPSIS/AVG TOPSIS
9902,8,0.3753052503052503,DARIA-VIKOR/AVG VIKOR
9903,8,0.8872754229897087,AVG TOPSIS/AVG VIKOR
9904,9,0.9169719169719169,DARIA-TOPSIS/DARIA-VIKOR
9905,9,0.4711756497470784,DARIA-TOPSIS/AVG TOPSIS
9906,9,0.4014913657770801,DARIA-VIKOR/AVG VIKOR
9907,9,0.8198805163090878,AVG TOPSIS/AVG VIKOR
9908,10,0.6852651316937031,DARIA-TOPSIS/DARIA-VIKOR
9909,10,0.2527036455607884,DARIA-TOPSIS/AVG TOPSIS
9910,10,0.2676391069248212,DARIA-VIKOR/AVG VIKOR
9911,10,0.9313404849119135,AVG TOPSIS/AVG VIKOR
9912,5,0.89564800279086,DARIA-TOPSIS/DARIA-VIKOR
9913,5,0.1457788243502529,DARIA-TOPSIS/AVG TOPSIS
9914,5,0.09355921855921856,DARIA-VIKOR/AVG VIKOR
9915,5,0.874345892203035,AVG TOPSIS/AVG VIKOR
9916,6,0.6710927960927962,DARIA-TOPSIS/DARIA-VIKOR
9917,6,0.2846023024594453,DARIA-TOPSIS/AVG TOPSIS
9918,6,0.17451596023024596,DARIA-VIKOR/AVG VIKOR
9919,6,0.9712192569335426,AVG TOPSIS/AVG VIKOR
9920,7,0.8816937031222746,DARIA-TOPSIS/DARIA-VIKOR
9921,7,0.2528344671201814,DARIA-TOPSIS/AVG TOPSIS
9922,7,0.17608581894296182,DARIA-VIKOR/AVG VIKOR
9923,7,0.8913526949241235,AVG TOPSIS/AVG VIKOR
9924,8,0.7323172858887145,DARIA-TOPSIS/DARIA-VIKOR
9925,8,0.19093406593406592,DARIA-TOPSIS/AVG TOPSIS
9926,8,0.2718908076050933,DARIA-VIKOR/AVG VIKOR
9927,8,0.9251046572475143,AVG TOPSIS/AVG VIKOR
9928,9,0.8428615035757893,DARIA-TOPSIS/DARIA-VIKOR
9929,9,0.07829670329670335,DARIA-TOPSIS/AVG TOPSIS
9930,9,0.21238880167451601,DARIA-VIKOR/AVG VIKOR
9931,9,0.9316457352171638,AVG TOPSIS/AVG VIKOR
9932,10,0.8408337694051979,DARIA-TOPSIS/DARIA-VIKOR
9933,10,-0.07081807081807079,DARIA-TOPSIS/AVG TOPSIS
9934,10,-0.12698412698412698,DARIA-VIKOR/AVG VIKOR
9935,10,0.8331152974010116,AVG TOPSIS/AVG VIKOR
