Lp,Alternatives,Correlation,Methods
2247,30,0.8475725716746205,AVG TOPSIS/AVG VIKOR
2248,50,0.7886665254337029,DARIA-TOPSIS/DARIA-VIKOR
2249,50,0.05510627780523969,DARIA-TOPSIS/AVG TOPSIS
2250,50,0.09767200998046277,DARIA-VIKOR/AVG VIKOR
2251,50,0.9317223359932209,AVG TOPSIS/AVG VIKOR
2252,100,0.877104740176988,DARIA-TOPSIS/DARIA-VIKOR
2253,100,0.12553968268113935,DARIA-TOPSIS/AVG TOPSIS
2254,100,0.0333231739015486,DARIA-VIKOR/AVG VIKOR
2255,100,0.8826502452225421,AVG TOPSIS/AVG VIKOR
2256,200,0.8215325607020773,DARIA-TOPSIS/DARIA-VIKOR
2257,200,0.26331716501867775,DARIA-TOPSIS/AVG TOPSIS
2258,200,0.1475137027679423,DARIA-VIKOR/AVG VIKOR
2259,200,0.9098423579992485,AVG TOPSIS/AVG VIKOR
2260,10,0.8920110192837466,DARIA-TOPSIS/DARIA-VIKOR
2261,10,-0.08099173553719008,DARIA-TOPSIS/AVG TOPSIS
2262,10,-0.1647382920110192,DARIA-VIKOR/AVG VIKOR
2263,10,0.7884297520661157,AVG TOPSIS/AVG VIKOR
2264,30,0.8852057842046719,DARIA-TOPSIS/DARIA-VIKOR
2265,30,-0.02327317090674219,DARIA-TOPSIS/AVG TOPSIS
2266,30,0.11929383903261692,DARIA-VIKOR/AVG VIKOR
2267,30,0.9560228210556533,AVG TOPSIS/AVG VIKOR
2268,50,0.7686208601087494,DARIA-TOPSIS/DARIA-VIKOR
2269,50,0.09042770049196147,DARIA-TOPSIS/AVG TOPSIS
2270,50,0.1511578749146717,DARIA-VIKOR/AVG VIKOR
2271,50,0.8293642162747452,AVG TOPSIS/AVG VIKOR
2272,100,0.8436671389911268,DARIA-TOPSIS/DARIA-VIKOR
2273,100,0.231076573003835,DARIA-TOPSIS/AVG TOPSIS
2274,100,0.14689837300561737,DARIA-VIKOR/AVG VIKOR
2275,100,0.844989766303363,AVG TOPSIS/AVG VIKOR
2276,200,0.8297079665797615,DARIA-TOPSIS/DARIA-VIKOR
2277,200,0.19960126615105678,DARIA-TOPSIS/AVG TOPSIS
2278,200,0.07971738845709953,DARIA-VIKOR/AVG VIKOR
2279,200,0.9260783012112617,AVG TOPSIS/AVG VIKOR
2280,10,0.7168044077134986,DARIA-TOPSIS/DARIA-VIKOR
2281,10,-0.04132231404958686,DARIA-TOPSIS/AVG TOPSIS
2282,10,-0.3851239669421487,DARIA-VIKOR/AVG VIKOR
2283,10,0.9382920110192837,AVG TOPSIS/AVG VIKOR
2284,30,0.5461480498044422,DARIA-TOPSIS/DARIA-VIKOR
2285,30,-0.009365244536940764,DARIA-TOPSIS/AVG TOPSIS
2286,30,0.19855036061573794,DARIA-VIKOR/AVG VIKOR
2287,30,0.9349671678208762,AVG TOPSIS/AVG VIKOR
2288,50,0.8057444154132241,DARIA-TOPSIS/DARIA-VIKOR
2289,50,-0.09464397523715373,DARIA-TOPSIS/AVG TOPSIS
2290,50,-0.00015159004778375618,DARIA-VIKOR/AVG VIKOR
2291,50,0.8756679142245133,AVG TOPSIS/AVG VIKOR
2292,100,0.8575969676175539,DARIA-TOPSIS/DARIA-VIKOR
2293,100,0.23911131707230127,DARIA-TOPSIS/AVG TOPSIS
2294,100,0.2732522361147006,DARIA-VIKOR/AVG VIKOR
2295,100,0.934688280709259,AVG TOPSIS/AVG VIKOR
2296,200,0.8138786305478533,DARIA-TOPSIS/DARIA-VIKOR
2297,200,0.1866437631090031,DARIA-TOPSIS/AVG TOPSIS
2298,200,0.17822027640243243,DARIA-VIKOR/AVG VIKOR
2299,200,0.886494274297156,AVG TOPSIS/AVG VIKOR
2300,10,0.8699724517906336,DARIA-TOPSIS/DARIA-VIKOR
2301,10,-0.18787878787878798,DARIA-TOPSIS/AVG TOPSIS
2302,10,-0.09090909090909083,DARIA-VIKOR/AVG VIKOR
2303,10,0.7707988980716254,AVG TOPSIS/AVG VIKOR
2304,30,0.8206465965768417,DARIA-TOPSIS/DARIA-VIKOR
2305,30,0.12967096056550287,DARIA-TOPSIS/AVG TOPSIS
2306,30,0.13565610535003048,DARIA-VIKOR/AVG VIKOR
2307,30,0.9116294090207757,AVG TOPSIS/AVG VIKOR
2308,50,0.907170397570793,DARIA-TOPSIS/DARIA-VIKOR
2309,50,0.2829790739825342,DARIA-TOPSIS/AVG TOPSIS
2310,50,0.08637337287856317,DARIA-VIKOR/AVG VIKOR
2311,50,0.9403111832968482,AVG TOPSIS/AVG VIKOR
2312,100,0.8731739312545116,DARIA-TOPSIS/DARIA-VIKOR
2313,100,0.35091307150517037,DARIA-TOPSIS/AVG TOPSIS
2314,100,0.32400234082814217,DARIA-VIKOR/AVG VIKOR
2315,100,0.9222862880347441,AVG TOPSIS/AVG VIKOR
2316,200,0.8558641354093554,DARIA-TOPSIS/DARIA-VIKOR
2317,200,0.1685583557499385,DARIA-TOPSIS/AVG TOPSIS
2318,200,0.11721335570702696,DARIA-VIKOR/AVG VIKOR
2319,200,0.9050756716679111,AVG TOPSIS/AVG VIKOR
2320,10,0.9217630853994491,DARIA-TOPSIS/DARIA-VIKOR
2321,10,-0.16694214876033064,DARIA-TOPSIS/AVG TOPSIS
2322,10,-0.28925619834710736,DARIA-VIKOR/AVG VIKOR
2323,10,0.884297520661157,AVG TOPSIS/AVG VIKOR
2324,30,0.8492805626323154,DARIA-TOPSIS/DARIA-VIKOR
2325,30,0.28581578097527716,DARIA-TOPSIS/AVG TOPSIS
2326,30,0.07065197890128816,DARIA-VIKOR/AVG VIKOR
2327,30,0.922049589149234,AVG TOPSIS/AVG VIKOR
2328,50,0.9572308923569428,DARIA-TOPSIS/DARIA-VIKOR
2329,50,0.07721017818892262,DARIA-TOPSIS/AVG TOPSIS
2330,50,0.08484805686980679,DARIA-VIKOR/AVG VIKOR
2331,50,0.8298632394134124,AVG TOPSIS/AVG VIKOR
2332,100,0.7963430798525397,DARIA-TOPSIS/DARIA-VIKOR
2333,100,0.19609331230152716,DARIA-TOPSIS/AVG TOPSIS
2334,100,0.03348085303579862,DARIA-VIKOR/AVG VIKOR
2335,100,0.8928124099538667,AVG TOPSIS/AVG VIKOR
2336,200,0.8563673793337371,DARIA-TOPSIS/DARIA-VIKOR
2337,200,0.2229514618462477,DARIA-TOPSIS/AVG TOPSIS
2338,200,0.15557940441048335,DARIA-VIKOR/AVG VIKOR
2339,200,0.8626153862801794,AVG TOPSIS/AVG VIKOR
2340,10,0.793939393939394,DARIA-TOPSIS/DARIA-VIKOR
2341,10,-0.22314049586776852,DARIA-TOPSIS/AVG TOPSIS
2342,10,-0.09090909090909083,DARIA-VIKOR/AVG VIKOR
2343,10,0.6297520661157026,AVG TOPSIS/AVG VIKOR
2344,30,0.7992895331730596,DARIA-TOPSIS/DARIA-VIKOR
2345,30,0.11188776059420857,DARIA-TOPSIS/AVG TOPSIS
2346,30,0.029229609960888414,DARIA-VIKOR/AVG VIKOR
2347,30,0.8702931572715203,AVG TOPSIS/AVG VIKOR
2348,50,0.9170171598050985,DARIA-TOPSIS/DARIA-VIKOR
2349,50,0.15774874655744653,DARIA-TOPSIS/AVG TOPSIS
2350,50,0.2136261563448909,DARIA-VIKOR/AVG VIKOR
2351,50,0.9126596520961325,AVG TOPSIS/AVG VIKOR
2352,100,0.8677333475921849,DARIA-TOPSIS/DARIA-VIKOR
2353,100,0.3734845959843509,DARIA-TOPSIS/AVG TOPSIS
2354,100,0.2719728606524019,DARIA-VIKOR/AVG VIKOR
2355,100,0.9429609099523814,AVG TOPSIS/AVG VIKOR
2356,200,0.76797409487476,DARIA-TOPSIS/DARIA-VIKOR
2357,200,0.374610283167527,DARIA-TOPSIS/AVG TOPSIS
2358,200,0.28106487736820285,DARIA-VIKOR/AVG VIKOR
2359,200,0.8901056780150847,AVG TOPSIS/AVG VIKOR
2360,10,0.9371900826446281,DARIA-TOPSIS/DARIA-VIKOR
2361,10,-0.431404958677686,DARIA-TOPSIS/AVG TOPSIS
2362,10,-0.4545454545454546,DARIA-VIKOR/AVG VIKOR
2363,10,0.981267217630854,AVG TOPSIS/AVG VIKOR
2364,30,0.8473716315619506,DARIA-TOPSIS/DARIA-VIKOR
2365,30,0.013096989486526267,DARIA-TOPSIS/AVG TOPSIS
2366,30,0.04985467723994408,DARIA-VIKOR/AVG VIKOR
2367,30,0.9488320355951056,AVG TOPSIS/AVG VIKOR
2368,50,0.8260273521173175,DARIA-TOPSIS/DARIA-VIKOR
2369,50,0.24081256031824494,DARIA-TOPSIS/AVG TOPSIS
2370,50,0.282851022762046,DARIA-VIKOR/AVG VIKOR
2371,50,0.8961297460160534,AVG TOPSIS/AVG VIKOR
2372,100,0.7460585266447437,DARIA-TOPSIS/DARIA-VIKOR
2373,100,0.1555725077458241,DARIA-TOPSIS/AVG TOPSIS
2374,100,0.1534907154081745,DARIA-VIKOR/AVG VIKOR
2375,100,0.8126041118963382,AVG TOPSIS/AVG VIKOR
2376,200,0.8157711106956779,DARIA-TOPSIS/DARIA-VIKOR
2377,200,0.21502541294875654,DARIA-TOPSIS/AVG TOPSIS
2378,200,0.11002340730160043,DARIA-VIKOR/AVG VIKOR
2379,200,0.8669326733168329,AVG TOPSIS/AVG VIKOR
2380,10,0.6892561983471075,DARIA-TOPSIS/DARIA-VIKOR
2381,10,0.49090909090909096,DARIA-TOPSIS/AVG TOPSIS
2382,10,0.48319559228650133,DARIA-VIKOR/AVG VIKOR
2383,10,0.7278236914600551,AVG TOPSIS/AVG VIKOR
2384,30,0.8703505687322832,DARIA-TOPSIS/DARIA-VIKOR
2385,30,0.357565754063655,DARIA-TOPSIS/AVG TOPSIS
2386,30,0.31090458932864473,DARIA-VIKOR/AVG VIKOR
2387,30,0.9682084036025692,AVG TOPSIS/AVG VIKOR
2388,50,0.8953407245251042,DARIA-TOPSIS/DARIA-VIKOR
2389,50,0.2561598757149919,DARIA-TOPSIS/AVG TOPSIS
2390,50,0.18280724054327613,DARIA-VIKOR/AVG VIKOR
2391,50,0.8760972624343855,AVG TOPSIS/AVG VIKOR
2392,100,0.8793307845636049,DARIA-TOPSIS/DARIA-VIKOR
2393,100,0.08935261843015985,DARIA-TOPSIS/AVG TOPSIS
2394,100,0.10705213095566979,DARIA-VIKOR/AVG VIKOR
2395,100,0.9129292731253323,AVG TOPSIS/AVG VIKOR
2396,200,0.8468331335149051,DARIA-TOPSIS/DARIA-VIKOR
2397,200,0.1935758617846043,DARIA-TOPSIS/AVG TOPSIS
2398,200,0.21253438798656532,DARIA-VIKOR/AVG VIKOR
2399,200,0.8945691925880237,AVG TOPSIS/AVG VIKOR
2400,10,0.884297520661157,DARIA-TOPSIS/DARIA-VIKOR
2401,10,-0.25619834710743805,DARIA-TOPSIS/AVG TOPSIS
2402,10,-0.04352617079889809,DARIA-VIKOR/AVG VIKOR
2403,10,0.9702479338842975,AVG TOPSIS/AVG VIKOR
2404,30,0.8371810972765439,DARIA-TOPSIS/DARIA-VIKOR
2405,30,0.36086691305751906,DARIA-TOPSIS/AVG TOPSIS
2406,30,0.43320535361871615,DARIA-VIKOR/AVG VIKOR
2407,30,0.9574006961139617,AVG TOPSIS/AVG VIKOR
2408,50,0.7083802932937882,DARIA-TOPSIS/DARIA-VIKOR
2409,50,0.022372243014852966,DARIA-TOPSIS/AVG TOPSIS
2410,50,-0.06347291857919646,DARIA-VIKOR/AVG VIKOR
2411,50,0.9600499023138667,AVG TOPSIS/AVG VIKOR
2412,100,0.8500112585515978,DARIA-TOPSIS/DARIA-VIKOR
2413,100,0.08282646086390821,DARIA-TOPSIS/AVG TOPSIS
2414,100,0.1385391212388566,DARIA-VIKOR/AVG VIKOR
2415,100,0.9024064782715895,AVG TOPSIS/AVG VIKOR
2416,200,0.7710618213216525,DARIA-TOPSIS/DARIA-VIKOR
2417,200,0.23427661064660943,DARIA-TOPSIS/AVG TOPSIS
2418,200,0.2414814922611871,DARIA-VIKOR/AVG VIKOR
2419,200,0.9252236305907647,AVG TOPSIS/AVG VIKOR
2420,10,0.9537190082644628,DARIA-TOPSIS/DARIA-VIKOR
2421,10,0.753168044077135,DARIA-TOPSIS/AVG TOPSIS
2422,10,0.6672176308539945,DARIA-VIKOR/AVG VIKOR
2423,10,0.947107438016529,AVG TOPSIS/AVG VIKOR
2424,30,0.8717715023861639,DARIA-TOPSIS/DARIA-VIKOR
2425,30,0.18000645878933585,DARIA-TOPSIS/AVG TOPSIS
2426,30,-0.02215364742186665,DARIA-VIKOR/AVG VIKOR
2427,30,0.9331012953460834,AVG TOPSIS/AVG VIKOR
2428,50,0.8540573876609467,DARIA-TOPSIS/DARIA-VIKOR
2429,50,0.3539928912741567,DARIA-TOPSIS/AVG TOPSIS
2430,50,0.38579290539745315,DARIA-VIKOR/AVG VIKOR
2431,50,0.9332420026834263,AVG TOPSIS/AVG VIKOR
2432,100,0.8299084165842326,DARIA-TOPSIS/DARIA-VIKOR
2433,100,0.11523029530675843,DARIA-TOPSIS/AVG TOPSIS
2434,100,0.04461071849759235,DARIA-VIKOR/AVG VIKOR
2435,100,0.9150751114715432,AVG TOPSIS/AVG VIKOR
2436,200,0.8280270812740468,DARIA-TOPSIS/DARIA-VIKOR
2437,200,0.3444724177805938,DARIA-TOPSIS/AVG TOPSIS
2438,200,0.37710428581610067,DARIA-VIKOR/AVG VIKOR
2439,200,0.9191233810696013,AVG TOPSIS/AVG VIKOR
2440,10,0.9415977961432507,DARIA-TOPSIS/DARIA-VIKOR
2441,10,0.18236914600550969,DARIA-TOPSIS/AVG TOPSIS
2442,10,0.4743801652892562,DARIA-VIKOR/AVG VIKOR
2443,10,0.947107438016529,AVG TOPSIS/AVG VIKOR
2444,30,0.7227313502457928,DARIA-TOPSIS/DARIA-VIKOR
2445,30,0.11536115397036129,DARIA-TOPSIS/AVG TOPSIS
2446,30,0.24188166062650251,DARIA-VIKOR/AVG VIKOR
2447,30,0.906404966091356,AVG TOPSIS/AVG VIKOR
2448,50,0.9027300331897465,DARIA-TOPSIS/DARIA-VIKOR
2449,50,0.08401195772426617,DARIA-TOPSIS/AVG TOPSIS
2450,50,-0.19222842078007685,DARIA-VIKOR/AVG VIKOR
2451,50,0.8102186757055764,AVG TOPSIS/AVG VIKOR
2452,100,0.7366033633066277,DARIA-TOPSIS/DARIA-VIKOR
2453,100,0.04544652485050482,DARIA-TOPSIS/AVG TOPSIS
2454,100,0.11513701865236026,DARIA-VIKOR/AVG VIKOR
2455,100,0.8870751233539196,AVG TOPSIS/AVG VIKOR
2456,200,0.8277105957499684,DARIA-TOPSIS/DARIA-VIKOR
2457,200,0.1003093808688501,DARIA-TOPSIS/AVG TOPSIS
2458,200,0.08927797075523902,DARIA-VIKOR/AVG VIKOR
2459,200,0.8726845186055024,AVG TOPSIS/AVG VIKOR
2460,10,0.943801652892562,DARIA-TOPSIS/DARIA-VIKOR
2461,10,0.8369146005509642,DARIA-TOPSIS/AVG TOPSIS
2462,10,0.5019283746556473,DARIA-VIKOR/AVG VIKOR
2463,10,0.7851239669421488,AVG TOPSIS/AVG VIKOR
2464,30,0.892267393878503,DARIA-TOPSIS/DARIA-VIKOR
2465,30,-0.02907172844379069,DARIA-TOPSIS/AVG TOPSIS
2466,30,-0.09518102551221785,DARIA-VIKOR/AVG VIKOR
2467,30,0.9453873479493344,AVG TOPSIS/AVG VIKOR
2468,50,0.8312793352635172,DARIA-TOPSIS/DARIA-VIKOR
2469,50,0.24178047689664106,DARIA-TOPSIS/AVG TOPSIS
2470,50,0.20447049407998497,DARIA-VIKOR/AVG VIKOR
2471,50,0.8975985688393004,AVG TOPSIS/AVG VIKOR
2472,100,0.8198978709752163,DARIA-TOPSIS/DARIA-VIKOR
2473,100,0.3280045628325209,DARIA-TOPSIS/AVG TOPSIS
2474,100,0.25765994421224303,DARIA-VIKOR/AVG VIKOR
2475,100,0.901925360852917,AVG TOPSIS/AVG VIKOR
2476,200,0.8332575403937337,DARIA-TOPSIS/DARIA-VIKOR
2477,200,0.19695911054492776,DARIA-TOPSIS/AVG TOPSIS
2478,200,0.28941328757099527,DARIA-VIKOR/AVG VIKOR
2479,200,0.885003931068426,AVG TOPSIS/AVG VIKOR
2480,10,0.9008264462809917,DARIA-TOPSIS/DARIA-VIKOR
2481,10,-0.21322314049586777,DARIA-TOPSIS/AVG TOPSIS
2482,10,-0.09201101928374666,DARIA-VIKOR/AVG VIKOR
2483,10,1.0,AVG TOPSIS/AVG VIKOR
2484,30,0.8411137823387994,DARIA-TOPSIS/DARIA-VIKOR
2485,30,-0.3324625928450966,DARIA-TOPSIS/AVG TOPSIS
2486,30,-0.10291721985001256,DARIA-VIKOR/AVG VIKOR
2487,30,0.7815063332017654,AVG TOPSIS/AVG VIKOR
2488,50,0.7800814443424429,DARIA-TOPSIS/DARIA-VIKOR
2489,50,0.32600616717275144,DARIA-TOPSIS/AVG TOPSIS
2490,50,0.029652331520843678,DARIA-VIKOR/AVG VIKOR
2491,50,0.8489146246733987,AVG TOPSIS/AVG VIKOR
2492,100,0.8427451854096301,DARIA-TOPSIS/DARIA-VIKOR
2493,100,0.18278374372090678,DARIA-TOPSIS/AVG TOPSIS
2494,100,0.1862504270229003,DARIA-VIKOR/AVG VIKOR
2495,100,0.9043732492061087,AVG TOPSIS/AVG VIKOR
2496,200,0.7806419861989087,DARIA-TOPSIS/DARIA-VIKOR
2497,200,0.12115096907273426,DARIA-TOPSIS/AVG TOPSIS
2498,200,0.17572895292531565,DARIA-VIKOR/AVG VIKOR
2499,200,0.8629759176815242,AVG TOPSIS/AVG VIKOR
2500,10,0.8435261707988981,DARIA-TOPSIS/DARIA-VIKOR
2501,10,0.20661157024793386,DARIA-TOPSIS/AVG TOPSIS
2502,10,0.3278236914600551,DARIA-VIKOR/AVG VIKOR
2503,10,0.9206611570247933,AVG TOPSIS/AVG VIKOR
2504,30,0.9005059384979727,DARIA-TOPSIS/DARIA-VIKOR
2505,30,-0.05871039506261444,DARIA-TOPSIS/AVG TOPSIS
2506,30,0.018795076967239588,DARIA-VIKOR/AVG VIKOR
2507,30,0.9763464781657039,AVG TOPSIS/AVG VIKOR
2508,50,0.8527994727302686,DARIA-TOPSIS/DARIA-VIKOR
2509,50,0.201199538638985,DARIA-TOPSIS/AVG TOPSIS
2510,50,0.1703975707930231,DARIA-VIKOR/AVG VIKOR
2511,50,0.8860758421015464,AVG TOPSIS/AVG VIKOR
2512,100,0.8101955542088862,DARIA-TOPSIS/DARIA-VIKOR
2513,100,0.10327151527033895,DARIA-TOPSIS/AVG TOPSIS
2514,100,0.14687603413806727,DARIA-VIKOR/AVG VIKOR
2515,100,0.885762120766532,AVG TOPSIS/AVG VIKOR
2516,200,0.7829274313947401,DARIA-TOPSIS/DARIA-VIKOR
2517,200,0.34866753012108886,DARIA-TOPSIS/AVG TOPSIS
2518,200,0.16162600333665056,DARIA-VIKOR/AVG VIKOR
2519,200,0.87633526659062,AVG TOPSIS/AVG VIKOR
2520,10,0.9239669421487603,DARIA-TOPSIS/DARIA-VIKOR
2521,10,-0.03911845730027541,DARIA-TOPSIS/AVG TOPSIS
2522,10,-0.17355371900826455,DARIA-VIKOR/AVG VIKOR
2523,10,0.9426997245179063,AVG TOPSIS/AVG VIKOR
2524,30,0.9077541354192831,DARIA-TOPSIS/DARIA-VIKOR
2525,30,0.3457533460116976,DARIA-TOPSIS/AVG TOPSIS
2526,30,0.23682945207937134,DARIA-VIKOR/AVG VIKOR
2527,30,0.8985683016972263,AVG TOPSIS/AVG VIKOR
2528,50,0.8969922086481652,DARIA-TOPSIS/DARIA-VIKOR
2529,50,0.2679104583009675,DARIA-TOPSIS/AVG TOPSIS
2530,50,0.3017687074829932,DARIA-VIKOR/AVG VIKOR
2531,50,0.8885502436268625,AVG TOPSIS/AVG VIKOR
2532,100,0.8502913261623192,DARIA-TOPSIS/DARIA-VIKOR
2533,100,0.13815139929834563,DARIA-TOPSIS/AVG TOPSIS
2534,100,0.0674732423737423,DARIA-VIKOR/AVG VIKOR
2535,100,0.8936602175068992,AVG TOPSIS/AVG VIKOR
2536,200,0.7940925090291436,DARIA-TOPSIS/DARIA-VIKOR
2537,200,0.15999434314216066,DARIA-TOPSIS/AVG TOPSIS
2538,200,0.17360472817790595,DARIA-VIKOR/AVG VIKOR
2539,200,0.8970361124699759,AVG TOPSIS/AVG VIKOR
2540,10,0.7818181818181819,DARIA-TOPSIS/DARIA-VIKOR
2541,10,0.4247933884297521,DARIA-TOPSIS/AVG TOPSIS
2542,10,0.20991735537190082,DARIA-VIKOR/AVG VIKOR
2543,10,0.9426997245179063,AVG TOPSIS/AVG VIKOR
2544,30,0.8480892748214862,DARIA-TOPSIS/DARIA-VIKOR
2545,30,0.3069575514011985,DARIA-TOPSIS/AVG TOPSIS
2546,30,0.32708026839857907,DARIA-VIKOR/AVG VIKOR
2547,30,0.8869711866231297,AVG TOPSIS/AVG VIKOR
2548,50,0.8184101876044536,DARIA-TOPSIS/DARIA-VIKOR
2549,50,0.3593842242779465,DARIA-TOPSIS/AVG TOPSIS
2550,50,0.3108622272438387,DARIA-VIKOR/AVG VIKOR
2551,50,0.8234870418755738,AVG TOPSIS/AVG VIKOR
2552,100,0.8518353221460759,DARIA-TOPSIS/DARIA-VIKOR
2553,100,0.36790700852263447,DARIA-TOPSIS/AVG TOPSIS
2554,100,0.21461175820552347,DARIA-VIKOR/AVG VIKOR
2555,100,0.9059076204650168,AVG TOPSIS/AVG VIKOR
2556,200,0.8249802961491948,DARIA-TOPSIS/DARIA-VIKOR
2557,200,0.16418303741175622,DARIA-TOPSIS/AVG TOPSIS
2558,200,0.14641094385568598,DARIA-VIKOR/AVG VIKOR
2559,200,0.8079836921296166,AVG TOPSIS/AVG VIKOR
2560,10,0.8016528925619835,DARIA-TOPSIS/DARIA-VIKOR
2561,10,-0.018181818181818077,DARIA-TOPSIS/AVG TOPSIS
2562,10,0.09090909090909094,DARIA-VIKOR/AVG VIKOR
2563,10,0.9570247933884297,AVG TOPSIS/AVG VIKOR
2564,30,0.733151530374251,DARIA-TOPSIS/DARIA-VIKOR
2565,30,0.11597832717356205,DARIA-TOPSIS/AVG TOPSIS
2566,30,-0.008891599985647147,DARIA-VIKOR/AVG VIKOR
2567,30,0.9497649718325021,AVG TOPSIS/AVG VIKOR
2568,50,0.7314935385919074,DARIA-TOPSIS/DARIA-VIKOR
2569,50,0.3604406468469741,DARIA-TOPSIS/AVG TOPSIS
2570,50,0.3873991949721065,DARIA-VIKOR/AVG VIKOR
2571,50,0.8999976461172704,AVG TOPSIS/AVG VIKOR
2572,100,0.8272548442963108,DARIA-TOPSIS/DARIA-VIKOR
2573,100,0.24463947384837492,DARIA-TOPSIS/AVG TOPSIS
2574,100,0.14600054064812418,DARIA-VIKOR/AVG VIKOR
2575,100,0.8725312135173914,AVG TOPSIS/AVG VIKOR
2576,200,0.84661175484611,DARIA-TOPSIS/DARIA-VIKOR
2577,200,0.3341973922482391,DARIA-TOPSIS/AVG TOPSIS
2578,200,0.32118579083880083,DARIA-VIKOR/AVG VIKOR
2579,200,0.8731607618548672,AVG TOPSIS/AVG VIKOR
2580,10,0.8104683195592286,DARIA-TOPSIS/DARIA-VIKOR
2581,10,-0.0887052341597796,DARIA-TOPSIS/AVG TOPSIS
2582,10,0.12286501377410464,DARIA-VIKOR/AVG VIKOR
2583,10,0.8600550964187328,AVG TOPSIS/AVG VIKOR
2584,30,0.7850514909038717,DARIA-TOPSIS/DARIA-VIKOR
2585,30,0.17149520973124255,DARIA-TOPSIS/AVG TOPSIS
2586,30,0.1390864401306111,DARIA-VIKOR/AVG VIKOR
2587,30,0.8586099250062794,AVG TOPSIS/AVG VIKOR
2588,50,0.8302323282254078,DARIA-TOPSIS/DARIA-VIKOR
2589,50,0.3068888731963374,DARIA-TOPSIS/AVG TOPSIS
2590,50,0.22708095002706963,DARIA-VIKOR/AVG VIKOR
2591,50,0.8691956782713085,AVG TOPSIS/AVG VIKOR
2592,100,0.8153825679597663,DARIA-TOPSIS/DARIA-VIKOR
2593,100,0.11785451812507985,DARIA-TOPSIS/AVG TOPSIS
2594,100,0.19175838375916798,DARIA-VIKOR/AVG VIKOR
2595,100,0.8591169612010706,AVG TOPSIS/AVG VIKOR
2596,200,0.7781640511162032,DARIA-TOPSIS/DARIA-VIKOR
2597,200,0.14573420305656892,DARIA-TOPSIS/AVG TOPSIS
2598,200,0.06760770511800107,DARIA-VIKOR/AVG VIKOR
2599,200,0.8766359905266289,AVG TOPSIS/AVG VIKOR
2600,10,0.7476584022038568,DARIA-TOPSIS/DARIA-VIKOR
2601,10,0.40055096418732783,DARIA-TOPSIS/AVG TOPSIS
2602,10,0.2892561983471075,DARIA-VIKOR/AVG VIKOR
2603,10,0.981267217630854,AVG TOPSIS/AVG VIKOR
2604,30,0.2954752592486275,DARIA-TOPSIS/DARIA-VIKOR
2605,30,0.155132943413829,DARIA-TOPSIS/AVG TOPSIS
2606,30,-0.15770210628296666,DARIA-VIKOR/AVG VIKOR
2607,30,0.8174602605045032,AVG TOPSIS/AVG VIKOR
2608,50,0.7746731633830003,DARIA-TOPSIS/DARIA-VIKOR
2609,50,0.29145305180895886,DARIA-TOPSIS/AVG TOPSIS
2610,50,0.2813407716027587,DARIA-VIKOR/AVG VIKOR
2611,50,0.9409363745498199,AVG TOPSIS/AVG VIKOR
2612,100,0.8370509130120933,DARIA-TOPSIS/DARIA-VIKOR
2613,100,0.161354590904635,DARIA-TOPSIS/AVG TOPSIS
2614,100,0.12560515457486343,DARIA-VIKOR/AVG VIKOR
2615,100,0.9024740889930577,AVG TOPSIS/AVG VIKOR
2616,200,0.872579635386407,DARIA-TOPSIS/DARIA-VIKOR
2617,200,0.18916654259640076,DARIA-TOPSIS/AVG TOPSIS
2618,200,0.21166146317837053,DARIA-VIKOR/AVG VIKOR
2619,200,0.8757510430298071,AVG TOPSIS/AVG VIKOR
2620,10,0.9900826446280991,DARIA-TOPSIS/DARIA-VIKOR
2621,10,0.528374655647383,DARIA-TOPSIS/AVG TOPSIS
2622,10,0.24407713498622585,DARIA-VIKOR/AVG VIKOR
2623,10,0.9283746556473829,AVG TOPSIS/AVG VIKOR
2624,30,0.8539739495496789,DARIA-TOPSIS/DARIA-VIKOR
2625,30,0.26852057842046717,DARIA-TOPSIS/AVG TOPSIS
2626,30,0.2376619182604327,DARIA-VIKOR/AVG VIKOR
2627,30,0.9609171480856866,AVG TOPSIS/AVG VIKOR
2628,50,0.540968387354942,DARIA-TOPSIS/DARIA-VIKOR
2629,50,0.19797189464020903,DARIA-TOPSIS/AVG TOPSIS
2630,50,-0.12993150201256976,DARIA-VIKOR/AVG VIKOR
2631,50,0.9231579690699809,AVG TOPSIS/AVG VIKOR
2632,100,0.831552937471965,DARIA-TOPSIS/DARIA-VIKOR
2633,100,0.16426399075551124,DARIA-TOPSIS/AVG TOPSIS
2634,100,0.1466711819696821,DARIA-VIKOR/AVG VIKOR
2635,100,0.875956427325901,AVG TOPSIS/AVG VIKOR
2636,200,0.7929130989468767,DARIA-TOPSIS/DARIA-VIKOR
2637,200,0.1983975868053418,DARIA-TOPSIS/AVG TOPSIS
2638,200,0.23961922182382922,DARIA-VIKOR/AVG VIKOR
2639,200,0.9163846857365464,AVG TOPSIS/AVG VIKOR
2640,10,0.8721763085399449,DARIA-TOPSIS/DARIA-VIKOR
2641,10,0.5305785123966942,DARIA-TOPSIS/AVG TOPSIS
2642,10,0.3608815426997245,DARIA-VIKOR/AVG VIKOR
2643,10,0.9415977961432507,AVG TOPSIS/AVG VIKOR
2644,30,0.879278050880907,DARIA-TOPSIS/DARIA-VIKOR
2645,30,0.3159855036061574,DARIA-TOPSIS/AVG TOPSIS
