Lp,Alternatives,Correlation,Methods
10851,50,0.9414994232987313,AVG TOPSIS/AVG VIKOR
10852,100,0.8209952084317342,DARIA-TOPSIS/DARIA-VIKOR
10853,100,0.38179215941396116,DARIA-TOPSIS/AVG TOPSIS
10854,100,0.31472493784031863,DARIA-VIKOR/AVG VIKOR
10855,100,0.8774584785211195,AVG TOPSIS/AVG VIKOR
10856,200,0.7860180534364105,DARIA-TOPSIS/DARIA-VIKOR
10857,200,0.24343202609915993,DARIA-TOPSIS/AVG TOPSIS
10858,200,0.11877582760464533,DARIA-VIKOR/AVG VIKOR
10859,200,0.8589999973879944,AVG TOPSIS/AVG VIKOR
10860,10,0.8611570247933884,DARIA-TOPSIS/DARIA-VIKOR
10861,10,0.6837465564738292,DARIA-TOPSIS/AVG TOPSIS
10862,10,0.7388429752066116,DARIA-VIKOR/AVG VIKOR
10863,10,0.8743801652892562,AVG TOPSIS/AVG VIKOR
10864,30,0.606315260683914,DARIA-TOPSIS/DARIA-VIKOR
10865,30,0.04833327352972838,DARIA-TOPSIS/AVG TOPSIS
10866,30,0.2801894578205174,DARIA-VIKOR/AVG VIKOR
10867,30,0.9328142380422692,AVG TOPSIS/AVG VIKOR
10868,50,0.7394251818374409,DARIA-TOPSIS/DARIA-VIKOR
10869,50,0.03452016100557875,DARIA-TOPSIS/AVG TOPSIS
10870,50,0.14405856460231148,DARIA-VIKOR/AVG VIKOR
10871,50,0.8573377586328649,AVG TOPSIS/AVG VIKOR
10872,100,0.8419964768754103,DARIA-TOPSIS/DARIA-VIKOR
10873,100,0.0950258590215457,DARIA-TOPSIS/AVG TOPSIS
10874,100,0.032725252723292186,DARIA-VIKOR/AVG VIKOR
10875,100,0.8982098605900194,AVG TOPSIS/AVG VIKOR
10876,200,0.765770711431965,DARIA-TOPSIS/DARIA-VIKOR
10877,200,0.09705544131140587,DARIA-TOPSIS/AVG TOPSIS
10878,200,0.13140622545414382,DARIA-VIKOR/AVG VIKOR
10879,200,0.8696942871332978,AVG TOPSIS/AVG VIKOR
10880,10,0.8787878787878788,DARIA-TOPSIS/DARIA-VIKOR
10881,10,0.7267217630853995,DARIA-TOPSIS/AVG TOPSIS
10882,10,0.5845730027548209,DARIA-VIKOR/AVG VIKOR
10883,10,0.9283746556473829,AVG TOPSIS/AVG VIKOR
10884,30,0.8649395385553841,DARIA-TOPSIS/DARIA-VIKOR
10885,30,0.2273852667838817,DARIA-TOPSIS/AVG TOPSIS
10886,30,0.16805052208547133,DARIA-VIKOR/AVG VIKOR
10887,30,0.8919372779791166,AVG TOPSIS/AVG VIKOR
10888,50,0.8423877786408681,DARIA-TOPSIS/DARIA-VIKOR
10889,50,0.3620168067226891,DARIA-TOPSIS/AVG TOPSIS
10890,50,0.22149565708636398,DARIA-VIKOR/AVG VIKOR
10891,50,0.8586521667490525,AVG TOPSIS/AVG VIKOR
10892,100,0.7989564897083767,DARIA-TOPSIS/DARIA-VIKOR
10893,100,0.23523849414644438,DARIA-TOPSIS/AVG TOPSIS
10894,100,0.15141213131214115,DARIA-VIKOR/AVG VIKOR
10895,100,0.8978537457706166,AVG TOPSIS/AVG VIKOR
10896,200,0.8664084736446769,DARIA-TOPSIS/DARIA-VIKOR
10897,200,0.17678621070004363,DARIA-TOPSIS/AVG TOPSIS
10898,200,0.2227797038209537,DARIA-VIKOR/AVG VIKOR
10899,200,0.9160888052052047,AVG TOPSIS/AVG VIKOR
10900,10,0.5988980716253444,DARIA-TOPSIS/DARIA-VIKOR
10901,10,0.21763085399449034,DARIA-TOPSIS/AVG TOPSIS
10902,10,0.5867768595041323,DARIA-VIKOR/AVG VIKOR
10903,10,0.7652892561983471,AVG TOPSIS/AVG VIKOR
10904,30,0.8236463454017008,DARIA-TOPSIS/DARIA-VIKOR
10905,30,0.2871505974380135,DARIA-TOPSIS/AVG TOPSIS
10906,30,0.3844917291614338,DARIA-VIKOR/AVG VIKOR
10907,30,0.9073522551939431,AVG TOPSIS/AVG VIKOR
10908,50,0.8117891862627404,DARIA-TOPSIS/DARIA-VIKOR
10909,50,-0.05349057269966817,DARIA-TOPSIS/AVG TOPSIS
10910,50,0.23052326813078172,DARIA-VIKOR/AVG VIKOR
10911,50,0.950978979827225,AVG TOPSIS/AVG VIKOR
10912,100,0.860017170033835,DARIA-TOPSIS/DARIA-VIKOR
10913,100,0.16864205232404428,DARIA-TOPSIS/AVG TOPSIS
10914,100,0.14102230024982698,DARIA-VIKOR/AVG VIKOR
10915,100,0.8960330092415182,AVG TOPSIS/AVG VIKOR
10916,200,0.8054229415436879,DARIA-TOPSIS/DARIA-VIKOR
10917,200,0.20275650174836457,DARIA-TOPSIS/AVG TOPSIS
10918,200,0.26919508808615733,DARIA-VIKOR/AVG VIKOR
10919,200,0.8984609839126575,AVG TOPSIS/AVG VIKOR
10920,10,0.806060606060606,DARIA-TOPSIS/DARIA-VIKOR
10921,10,0.06666666666666665,DARIA-TOPSIS/AVG TOPSIS
10922,10,-0.18126721763085407,DARIA-VIKOR/AVG VIKOR
10923,10,0.9603305785123967,AVG TOPSIS/AVG VIKOR
10924,30,0.9511141411604291,DARIA-TOPSIS/DARIA-VIKOR
10925,30,0.040984606552082914,DARIA-TOPSIS/AVG TOPSIS
10926,30,-0.045505759087157704,DARIA-VIKOR/AVG VIKOR
10927,30,0.8701352757544225,AVG TOPSIS/AVG VIKOR
10928,50,0.843259656803898,DARIA-TOPSIS/DARIA-VIKOR
10929,50,0.3018176682437681,DARIA-TOPSIS/AVG TOPSIS
10930,50,0.4406383729962573,DARIA-VIKOR/AVG VIKOR
10931,50,0.8503363698420545,AVG TOPSIS/AVG VIKOR
10932,100,0.8693410331132123,DARIA-TOPSIS/DARIA-VIKOR
10933,100,0.12254615560565962,DARIA-TOPSIS/AVG TOPSIS
10934,100,0.07055992727985672,DARIA-VIKOR/AVG VIKOR
10935,100,0.8583643314826532,AVG TOPSIS/AVG VIKOR
10936,200,0.8772258634824079,DARIA-TOPSIS/DARIA-VIKOR
10937,200,0.23070323026732387,DARIA-TOPSIS/AVG TOPSIS
10938,200,0.26677225139583716,DARIA-VIKOR/AVG VIKOR
10939,200,0.8822007565114501,AVG TOPSIS/AVG VIKOR
10940,10,0.793939393939394,DARIA-TOPSIS/DARIA-VIKOR
10941,10,0.4611570247933884,DARIA-TOPSIS/AVG TOPSIS
10942,10,0.2517906336088154,DARIA-VIKOR/AVG VIKOR
10943,10,0.9327823691460055,AVG TOPSIS/AVG VIKOR
10944,30,0.909964476658653,DARIA-TOPSIS/DARIA-VIKOR
10945,30,0.25007714665040004,DARIA-TOPSIS/AVG TOPSIS
10946,30,0.17900175822598585,DARIA-VIKOR/AVG VIKOR
10947,30,0.8628153145071584,AVG TOPSIS/AVG VIKOR
10948,50,0.8182049290304357,DARIA-TOPSIS/DARIA-VIKOR
10949,50,0.12802203234234866,DARIA-TOPSIS/AVG TOPSIS
10950,50,0.07939081514958923,DARIA-VIKOR/AVG VIKOR
10951,50,0.8964404585363557,AVG TOPSIS/AVG VIKOR
10952,100,0.8191864731027558,DARIA-TOPSIS/DARIA-VIKOR
10953,100,0.1510972483386952,DARIA-TOPSIS/AVG TOPSIS
10954,100,0.21959617743952609,DARIA-VIKOR/AVG VIKOR
10955,100,0.8621192812350542,AVG TOPSIS/AVG VIKOR
10956,200,0.8793541405699321,DARIA-TOPSIS/DARIA-VIKOR
10957,200,0.42984732827275907,DARIA-TOPSIS/AVG TOPSIS
10958,200,0.29299306363256095,DARIA-VIKOR/AVG VIKOR
10959,200,0.851288162801085,AVG TOPSIS/AVG VIKOR
10960,10,0.9041322314049587,DARIA-TOPSIS/DARIA-VIKOR
10961,10,0.23305785123966938,DARIA-TOPSIS/AVG TOPSIS
10962,10,-0.06446280991735542,DARIA-VIKOR/AVG VIKOR
10963,10,0.9085399449035813,AVG TOPSIS/AVG VIKOR
10964,30,0.8546915928092145,DARIA-TOPSIS/DARIA-VIKOR
10965,30,0.06138002798808717,DARIA-TOPSIS/AVG TOPSIS
10966,30,-0.17399260827442675,DARIA-VIKOR/AVG VIKOR
10967,30,0.9082995442965301,AVG TOPSIS/AVG VIKOR
10968,50,0.8333017913047572,DARIA-TOPSIS/DARIA-VIKOR
10969,50,0.11398724195560572,DARIA-TOPSIS/AVG TOPSIS
10970,50,0.172990608007909,DARIA-VIKOR/AVG VIKOR
10971,50,0.8872716145281642,AVG TOPSIS/AVG VIKOR
10972,100,0.847223415410848,DARIA-TOPSIS/DARIA-VIKOR
10973,100,0.28071674494182086,DARIA-TOPSIS/AVG TOPSIS
10974,100,0.16520341143025197,DARIA-VIKOR/AVG VIKOR
10975,100,0.8955742306903958,AVG TOPSIS/AVG VIKOR
10976,200,0.833080476265638,DARIA-TOPSIS/DARIA-VIKOR
10977,200,0.21597780989300852,DARIA-TOPSIS/AVG TOPSIS
10978,200,0.23860058441759546,DARIA-VIKOR/AVG VIKOR
10979,200,0.8781792977660262,AVG TOPSIS/AVG VIKOR
10980,10,0.9823691460055096,DARIA-TOPSIS/DARIA-VIKOR
10981,10,0.259504132231405,DARIA-TOPSIS/AVG TOPSIS
10982,10,0.10633608815426998,DARIA-VIKOR/AVG VIKOR
10983,10,0.8909090909090909,AVG TOPSIS/AVG VIKOR
10984,30,0.9381535038932147,DARIA-TOPSIS/DARIA-VIKOR
10985,30,0.1326132979295992,DARIA-TOPSIS/AVG TOPSIS
10986,30,-0.013886397072015555,DARIA-VIKOR/AVG VIKOR
10987,30,0.8933725644981879,AVG TOPSIS/AVG VIKOR
10988,50,0.8402429206976909,DARIA-TOPSIS/DARIA-VIKOR
10989,50,0.22734081868041334,DARIA-TOPSIS/AVG TOPSIS
10990,50,0.058096650424875884,DARIA-VIKOR/AVG VIKOR
10991,50,0.9269618435609538,AVG TOPSIS/AVG VIKOR
10992,100,0.8556015601560156,DARIA-TOPSIS/DARIA-VIKOR
10993,100,0.33586059596058615,DARIA-TOPSIS/AVG TOPSIS
10994,100,0.27560423369069575,DARIA-VIKOR/AVG VIKOR
10995,100,0.8576048099859491,AVG TOPSIS/AVG VIKOR
10996,200,0.8548599834398845,DARIA-TOPSIS/DARIA-VIKOR
10997,200,0.177652239813458,DARIA-TOPSIS/AVG TOPSIS
10998,200,0.22973623594321202,DARIA-VIKOR/AVG VIKOR
10999,200,0.8528583886238947,AVG TOPSIS/AVG VIKOR
11000,10,0.8710743801652893,DARIA-TOPSIS/DARIA-VIKOR
11001,10,-0.431404958677686,DARIA-TOPSIS/AVG TOPSIS
11002,10,-0.32011019283746567,DARIA-VIKOR/AVG VIKOR
11003,10,0.9735537190082645,AVG TOPSIS/AVG VIKOR
11004,30,0.8149628619613191,DARIA-TOPSIS/DARIA-VIKOR
11005,30,0.154128242850479,DARIA-TOPSIS/AVG TOPSIS
11006,30,0.2364275718540314,DARIA-VIKOR/AVG VIKOR
11007,30,0.9190785460547561,AVG TOPSIS/AVG VIKOR
11008,50,0.8716738460089919,DARIA-TOPSIS/DARIA-VIKOR
11009,50,0.16777440387919873,DARIA-TOPSIS/AVG TOPSIS
11010,50,0.13029117529364687,DARIA-VIKOR/AVG VIKOR
11011,50,0.846788597792058,AVG TOPSIS/AVG VIKOR
11012,100,0.8591731648412366,DARIA-TOPSIS/DARIA-VIKOR
11013,100,0.23850068175134342,DARIA-TOPSIS/AVG TOPSIS
11014,100,0.21026102610261022,DARIA-VIKOR/AVG VIKOR
11015,100,0.9129215495807006,AVG TOPSIS/AVG VIKOR
11016,200,0.8421279039438673,DARIA-TOPSIS/DARIA-VIKOR
11017,200,0.29535227932937125,DARIA-TOPSIS/AVG TOPSIS
11018,200,0.173550234278245,DARIA-VIKOR/AVG VIKOR
11019,200,0.9031338917801304,AVG TOPSIS/AVG VIKOR
11020,10,0.7289256198347107,DARIA-TOPSIS/DARIA-VIKOR
11021,10,0.5206611570247934,DARIA-TOPSIS/AVG TOPSIS
11022,10,0.7168044077134986,DARIA-VIKOR/AVG VIKOR
11023,10,0.9548209366391185,AVG TOPSIS/AVG VIKOR
11024,30,0.8083892497039722,DARIA-TOPSIS/DARIA-VIKOR
11025,30,-0.13149377444472354,DARIA-TOPSIS/AVG TOPSIS
11026,30,-0.0021744590763930205,DARIA-VIKOR/AVG VIKOR
11027,30,0.9244321647708924,AVG TOPSIS/AVG VIKOR
11028,50,0.8101377021396794,DARIA-TOPSIS/DARIA-VIKOR
11029,50,-0.08116281806840386,DARIA-TOPSIS/AVG TOPSIS
11030,50,-0.041643951698326465,DARIA-VIKOR/AVG VIKOR
11031,50,0.6802655179718946,AVG TOPSIS/AVG VIKOR
11032,100,0.8110416982292289,DARIA-TOPSIS/DARIA-VIKOR
11033,100,0.2859741023607312,DARIA-TOPSIS/AVG TOPSIS
11034,100,0.25210362620420457,DARIA-VIKOR/AVG VIKOR
11035,100,0.9282624103994558,AVG TOPSIS/AVG VIKOR
11036,200,0.8392503245416956,DARIA-TOPSIS/DARIA-VIKOR
11037,200,0.24236580541379205,DARIA-TOPSIS/AVG TOPSIS
11038,200,0.27830220382375226,DARIA-VIKOR/AVG VIKOR
11039,200,0.9015452251977941,AVG TOPSIS/AVG VIKOR
11040,10,0.9283746556473829,DARIA-TOPSIS/DARIA-VIKOR
11041,10,0.6253443526170799,DARIA-TOPSIS/AVG TOPSIS
11042,10,0.39614325068870526,DARIA-VIKOR/AVG VIKOR
11043,10,0.9922865013774105,AVG TOPSIS/AVG VIKOR
11044,30,0.9513007284079085,DARIA-TOPSIS/DARIA-VIKOR
11045,30,0.18530266604470913,DARIA-TOPSIS/AVG TOPSIS
11046,30,0.21924719222074707,DARIA-VIKOR/AVG VIKOR
11047,30,0.9556065879651225,AVG TOPSIS/AVG VIKOR
11048,50,0.8319553703834475,DARIA-TOPSIS/DARIA-VIKOR
11049,50,0.2104531224254408,DARIA-TOPSIS/AVG TOPSIS
11050,50,0.08786667608219756,DARIA-VIKOR/AVG VIKOR
11051,50,0.8621264976578866,AVG TOPSIS/AVG VIKOR
11052,100,0.851763314945356,DARIA-TOPSIS/DARIA-VIKOR
11053,100,0.19369461698645107,DARIA-TOPSIS/AVG TOPSIS
11054,100,0.24415942584357442,DARIA-VIKOR/AVG VIKOR
11055,100,0.8612100417962588,AVG TOPSIS/AVG VIKOR
11056,200,0.8904933892004017,DARIA-TOPSIS/DARIA-VIKOR
11057,200,0.18743971584364238,DARIA-TOPSIS/AVG TOPSIS
11058,200,0.13517160317067634,DARIA-VIKOR/AVG VIKOR
11059,200,0.8575089974264282,AVG TOPSIS/AVG VIKOR
11060,10,0.8534435261707989,DARIA-TOPSIS/DARIA-VIKOR
11061,10,0.44022038567493116,DARIA-TOPSIS/AVG TOPSIS
11062,10,0.07988980716253447,DARIA-VIKOR/AVG VIKOR
11063,10,0.9834710743801653,AVG TOPSIS/AVG VIKOR
11064,30,0.8484480964512541,DARIA-TOPSIS/DARIA-VIKOR
11065,30,0.1018551078258998,DARIA-TOPSIS/AVG TOPSIS
11066,30,-0.05454806415730751,DARIA-VIKOR/AVG VIKOR
11067,30,0.8966163120312892,AVG TOPSIS/AVG VIKOR
11068,50,0.7344104700703811,DARIA-TOPSIS/DARIA-VIKOR
11069,50,0.1409363745498199,DARIA-TOPSIS/AVG TOPSIS
11070,50,0.21731327825247748,DARIA-VIKOR/AVG VIKOR
11071,50,0.8791384789209802,AVG TOPSIS/AVG VIKOR
11072,100,0.9036197877213464,DARIA-TOPSIS/DARIA-VIKOR
11073,100,0.3958517435902006,DARIA-TOPSIS/AVG TOPSIS
11074,100,0.4321714151613181,DARIA-VIKOR/AVG VIKOR
11075,100,0.9254062435946565,AVG TOPSIS/AVG VIKOR
11076,200,0.7920064195634742,DARIA-TOPSIS/DARIA-VIKOR
11077,200,0.15787847681266653,DARIA-TOPSIS/AVG TOPSIS
11078,200,0.12691185190077514,DARIA-VIKOR/AVG VIKOR
11079,200,0.878640771989449,AVG TOPSIS/AVG VIKOR
11080,10,0.5371900826446281,DARIA-TOPSIS/DARIA-VIKOR
11081,10,-0.3873278236914601,DARIA-TOPSIS/AVG TOPSIS
11082,10,0.02589531680440771,DARIA-VIKOR/AVG VIKOR
11083,10,0.9382920110192837,AVG TOPSIS/AVG VIKOR
11084,30,0.9018264020955183,DARIA-TOPSIS/DARIA-VIKOR
11085,30,-0.01015465212242983,DARIA-TOPSIS/AVG TOPSIS
11086,30,0.06572894614087332,DARIA-VIKOR/AVG VIKOR
11087,30,0.9140406903728157,AVG TOPSIS/AVG VIKOR
11088,50,0.8700129463550126,DARIA-TOPSIS/DARIA-VIKOR
11089,50,0.3280813501871337,DARIA-TOPSIS/AVG TOPSIS
11090,50,0.3265729821340301,DARIA-VIKOR/AVG VIKOR
11091,50,0.8966532495351082,AVG TOPSIS/AVG VIKOR
11092,100,0.7421203506489262,DARIA-TOPSIS/DARIA-VIKOR
11093,100,0.24866700531439279,DARIA-TOPSIS/AVG TOPSIS
11094,100,0.1487423989923745,DARIA-VIKOR/AVG VIKOR
11095,100,0.9317138842597131,AVG TOPSIS/AVG VIKOR
11096,200,0.8487763388114553,DARIA-TOPSIS/DARIA-VIKOR
11097,200,0.17261386758549557,DARIA-TOPSIS/AVG TOPSIS
11098,200,0.08711169271769104,DARIA-VIKOR/AVG VIKOR
11099,200,0.8439367775239157,AVG TOPSIS/AVG VIKOR
11100,10,0.9515151515151515,DARIA-TOPSIS/DARIA-VIKOR
11101,10,0.4798898071625345,DARIA-TOPSIS/AVG TOPSIS
11102,10,0.42699724517906334,DARIA-VIKOR/AVG VIKOR
11103,10,0.943801652892562,AVG TOPSIS/AVG VIKOR
11104,30,0.8568875811833937,DARIA-TOPSIS/DARIA-VIKOR
11105,30,0.31361728084968965,DARIA-TOPSIS/AVG TOPSIS
11106,30,0.22503139689260465,DARIA-VIKOR/AVG VIKOR
11107,30,0.9555204707739783,AVG TOPSIS/AVG VIKOR
11108,50,0.8339439305133818,DARIA-TOPSIS/DARIA-VIKOR
11109,50,0.15730621660428878,DARIA-TOPSIS/AVG TOPSIS
11110,50,0.20311465762775693,DARIA-VIKOR/AVG VIKOR
11111,50,0.9260315891062307,AVG TOPSIS/AVG VIKOR
11112,100,0.8136990728775848,DARIA-TOPSIS/DARIA-VIKOR
11113,100,0.1428814168545568,DARIA-TOPSIS/AVG TOPSIS
11114,100,0.11718268856588632,DARIA-VIKOR/AVG VIKOR
11115,100,0.9194978507751765,AVG TOPSIS/AVG VIKOR
11116,200,0.8624372027211128,DARIA-TOPSIS/DARIA-VIKOR
11117,200,0.3415227171724069,DARIA-TOPSIS/AVG TOPSIS
11118,200,0.230739156538615,DARIA-VIKOR/AVG VIKOR
11119,200,0.8883809184781858,AVG TOPSIS/AVG VIKOR
11120,10,0.6242424242424243,DARIA-TOPSIS/DARIA-VIKOR
11121,10,0.22314049586776863,DARIA-TOPSIS/AVG TOPSIS
11122,10,0.50633608815427,DARIA-VIKOR/AVG VIKOR
11123,10,0.8754820936639118,AVG TOPSIS/AVG VIKOR
11124,30,0.9277476766299473,DARIA-TOPSIS/DARIA-VIKOR
11125,30,0.42842584951020846,DARIA-TOPSIS/AVG TOPSIS
11126,30,0.5098209480067458,DARIA-VIKOR/AVG VIKOR
11127,30,0.9289533173059672,AVG TOPSIS/AVG VIKOR
11128,50,0.9241804957277029,DARIA-TOPSIS/DARIA-VIKOR
11129,50,-0.00568415601534733,DARIA-TOPSIS/AVG TOPSIS
11130,50,-0.10195795965444998,DARIA-VIKOR/AVG VIKOR
11131,50,0.8973725960972624,AVG TOPSIS/AVG VIKOR
11132,100,0.7435954288498157,DARIA-TOPSIS/DARIA-VIKOR
11133,100,0.21024130135785857,DARIA-TOPSIS/AVG TOPSIS
11134,100,0.0998644814976547,DARIA-VIKOR/AVG VIKOR
11135,100,0.8095126740396812,AVG TOPSIS/AVG VIKOR
11136,200,0.8434268991053134,DARIA-TOPSIS/DARIA-VIKOR
11137,200,0.1964914197481803,DARIA-TOPSIS/AVG TOPSIS
11138,200,0.17641642533600654,DARIA-VIKOR/AVG VIKOR
11139,200,0.8686144093900855,AVG TOPSIS/AVG VIKOR
11140,10,0.8909090909090909,DARIA-TOPSIS/DARIA-VIKOR
11141,10,-0.010468319559228556,DARIA-TOPSIS/AVG TOPSIS
11142,10,-0.15261707988980722,DARIA-VIKOR/AVG VIKOR
11143,10,0.9184573002754821,AVG TOPSIS/AVG VIKOR
11144,30,0.8038250385733252,DARIA-TOPSIS/DARIA-VIKOR
11145,30,0.2927769205927734,DARIA-TOPSIS/AVG TOPSIS
11146,30,0.0928271556209408,DARIA-VIKOR/AVG VIKOR
11147,30,0.9546018874017725,AVG TOPSIS/AVG VIKOR
11148,50,0.8250575524327378,DARIA-TOPSIS/DARIA-VIKOR
11149,50,0.10025374855824687,DARIA-TOPSIS/AVG TOPSIS
11150,50,-0.0005395099216156662,DARIA-VIKOR/AVG VIKOR
11151,50,0.9185085799025492,AVG TOPSIS/AVG VIKOR
11152,100,0.8906848704672448,DARIA-TOPSIS/DARIA-VIKOR
11153,100,0.13461223350057783,DARIA-TOPSIS/AVG TOPSIS
11154,100,0.11904822165384854,DARIA-VIKOR/AVG VIKOR
11155,100,0.8808234486815019,AVG TOPSIS/AVG VIKOR
11156,200,0.8298568434360113,DARIA-TOPSIS/DARIA-VIKOR
11157,200,0.24552016785494268,DARIA-TOPSIS/AVG TOPSIS
11158,200,0.11330927303033322,DARIA-VIKOR/AVG VIKOR
11159,200,0.8722611871266931,AVG TOPSIS/AVG VIKOR
11160,10,0.8369146005509642,DARIA-TOPSIS/DARIA-VIKOR
11161,10,0.7035812672176309,DARIA-TOPSIS/AVG TOPSIS
11162,10,0.6991735537190082,DARIA-VIKOR/AVG VIKOR
11163,10,0.8743801652892562,AVG TOPSIS/AVG VIKOR
11164,30,0.7778463525781334,DARIA-TOPSIS/DARIA-VIKOR
11165,30,0.31991818866841293,DARIA-TOPSIS/AVG TOPSIS
11166,30,0.30130252251605727,DARIA-VIKOR/AVG VIKOR
11167,30,0.9312067171409093,AVG TOPSIS/AVG VIKOR
11168,50,0.8612659181319586,DARIA-TOPSIS/DARIA-VIKOR
11169,50,0.45049455076148104,DARIA-TOPSIS/AVG TOPSIS
11170,50,0.31784855118517996,DARIA-VIKOR/AVG VIKOR
11171,50,0.9424842878327802,AVG TOPSIS/AVG VIKOR
11172,100,0.7562307913959713,DARIA-TOPSIS/DARIA-VIKOR
11173,100,0.08224493736502358,DARIA-TOPSIS/AVG TOPSIS
11174,100,0.18170506159526845,DARIA-VIKOR/AVG VIKOR
11175,100,0.856330187474193,AVG TOPSIS/AVG VIKOR
11176,200,0.800566133556324,DARIA-TOPSIS/DARIA-VIKOR
11177,200,0.27006087092475817,DARIA-TOPSIS/AVG TOPSIS
11178,200,0.255915763565731,DARIA-VIKOR/AVG VIKOR
11179,200,0.8946611575737154,AVG TOPSIS/AVG VIKOR
11180,10,0.8710743801652893,DARIA-TOPSIS/DARIA-VIKOR
11181,10,-0.026997245179063434,DARIA-TOPSIS/AVG TOPSIS
11182,10,0.034710743801652844,DARIA-VIKOR/AVG VIKOR
11183,10,0.9206611570247933,AVG TOPSIS/AVG VIKOR
11184,30,0.891564103484158,DARIA-TOPSIS/DARIA-VIKOR
11185,30,0.043654239477555756,DARIA-TOPSIS/AVG TOPSIS
11186,30,0.2672431734184937,DARIA-VIKOR/AVG VIKOR
11187,30,0.8740536079514873,AVG TOPSIS/AVG VIKOR
11188,50,0.896331238377704,DARIA-TOPSIS/DARIA-VIKOR
11189,50,0.24061106795659437,DARIA-TOPSIS/AVG TOPSIS
11190,50,0.1757041640185486,DARIA-VIKOR/AVG VIKOR
11191,50,0.869214509333145,AVG TOPSIS/AVG VIKOR
11192,100,0.8326339960728746,DARIA-TOPSIS/DARIA-VIKOR
11193,100,0.31657312265880055,DARIA-TOPSIS/AVG TOPSIS
11194,100,0.2257974708361925,DARIA-VIKOR/AVG VIKOR
11195,100,0.8577285055238197,AVG TOPSIS/AVG VIKOR
11196,200,0.8384659765747875,DARIA-TOPSIS/DARIA-VIKOR
11197,200,0.32604431528698663,DARIA-TOPSIS/AVG TOPSIS
11198,200,0.22990179978380054,DARIA-VIKOR/AVG VIKOR
11199,200,0.8596370580906314,AVG TOPSIS/AVG VIKOR
11200,10,0.7917355371900826,DARIA-TOPSIS/DARIA-VIKOR
11201,10,-0.15261707988980722,DARIA-TOPSIS/AVG TOPSIS
11202,10,-0.3112947658402203,DARIA-VIKOR/AVG VIKOR
11203,10,0.9801652892561984,AVG TOPSIS/AVG VIKOR
11204,30,0.8104273565610535,DARIA-TOPSIS/DARIA-VIKOR
11205,30,-0.02436398866123657,DARIA-TOPSIS/AVG TOPSIS
11206,30,-0.06961857260755688,DARIA-VIKOR/AVG VIKOR
11207,30,0.9288672001148229,AVG TOPSIS/AVG VIKOR
11208,50,0.8280950027069651,DARIA-TOPSIS/DARIA-VIKOR
11209,50,0.35459360214674107,DARIA-TOPSIS/AVG TOPSIS
11210,50,0.3290737471459172,DARIA-VIKOR/AVG VIKOR
11211,50,0.9454765435585999,AVG TOPSIS/AVG VIKOR
11212,100,0.8984381210398268,DARIA-TOPSIS/DARIA-VIKOR
11213,100,0.27542587922158557,DARIA-TOPSIS/AVG TOPSIS
11214,100,0.10934994489547967,DARIA-VIKOR/AVG VIKOR
11215,100,0.8927211533034491,AVG TOPSIS/AVG VIKOR
11216,200,0.8429152669115235,DARIA-TOPSIS/DARIA-VIKOR
11217,200,0.10800417771638315,DARIA-TOPSIS/AVG TOPSIS
11218,200,0.17547328235444692,DARIA-VIKOR/AVG VIKOR
11219,200,0.9130700879462285,AVG TOPSIS/AVG VIKOR
11220,10,0.984573002754821,DARIA-TOPSIS/DARIA-VIKOR
11221,10,0.2550964187327823,DARIA-TOPSIS/AVG TOPSIS
11222,10,0.08319559228650142,DARIA-VIKOR/AVG VIKOR
11223,10,0.8920110192837466,AVG TOPSIS/AVG VIKOR
11224,30,0.868154580358104,DARIA-TOPSIS/DARIA-VIKOR
11225,30,0.3342997595895081,DARIA-TOPSIS/AVG TOPSIS
11226,30,0.18881911801643403,DARIA-VIKOR/AVG VIKOR
11227,30,0.9647206573612257,AVG TOPSIS/AVG VIKOR
11228,50,0.8443424428594968,DARIA-TOPSIS/DARIA-VIKOR
11229,50,0.2508645811265683,DARIA-TOPSIS/AVG TOPSIS
11230,50,0.1957196996445637,DARIA-VIKOR/AVG VIKOR
11231,50,0.920144999176141,AVG TOPSIS/AVG VIKOR
11232,100,0.8607367667459815,DARIA-TOPSIS/DARIA-VIKOR
11233,100,0.29557862716964767,DARIA-TOPSIS/AVG TOPSIS
11234,100,0.1827845754872517,DARIA-VIKOR/AVG VIKOR
11235,100,0.8763102844937959,AVG TOPSIS/AVG VIKOR
11236,200,0.8751775063033292,DARIA-TOPSIS/DARIA-VIKOR
11237,200,0.22592737952777175,DARIA-TOPSIS/AVG TOPSIS
11238,200,0.27439568825041527,DARIA-VIKOR/AVG VIKOR
11239,200,0.9045436882190712,AVG TOPSIS/AVG VIKOR
11240,10,0.8137741046831956,DARIA-TOPSIS/DARIA-VIKOR
11241,10,0.29366391184573004,DARIA-TOPSIS/AVG TOPSIS
11242,10,-0.14820936639118454,DARIA-VIKOR/AVG VIKOR
11243,10,0.9019283746556473,AVG TOPSIS/AVG VIKOR
11244,30,0.8501273816785676,DARIA-TOPSIS/DARIA-VIKOR
11245,30,0.35188201944813235,DARIA-TOPSIS/AVG TOPSIS
11246,30,0.4991137105744734,DARIA-VIKOR/AVG VIKOR
11247,30,0.9269152104488858,AVG TOPSIS/AVG VIKOR
11248,50,0.7791794364804745,DARIA-TOPSIS/DARIA-VIKOR
11249,50,0.47060235859049504,DARIA-TOPSIS/AVG TOPSIS
